trial	 subject	 cond1	 cond2	 cue	 interval	 response	 direction	 vel	 cohNumber	 durSignal	 figure	soa	 surround	cohComparison	 v9	 v10	 tTestOnset	 tTestOffset	 tFigureOnset	 tFigureOffset	 coherence
4 	xx 	x 	x 	rdk 	1 	0 	1 	3 	10 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
5 	xx 	x 	x 	rdk 	1 	1 	1 	3 	30 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
6 	xx 	x 	x 	rdk 	1 	1 	1 	3 	50 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
7 	xx 	x 	x 	rdk 	2 	1 	1 	3 	50 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
8 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	50 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
9 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	10 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
10 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	20 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
11 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	50 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
12 	xx 	x 	x 	rdk 	2 	1 	1 	3 	30 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
13 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	20 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
14 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	10 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
15 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	30 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
16 	xx 	x 	x 	rdk 	2 	1 	1 	3 	40 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.8
17 	xx 	x 	x 	rdk 	2 	1 	1 	3 	10 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
18 	xx 	x 	x 	rdk 	2 	0 	1 	3 	20 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
19 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	30 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
20 	xx 	x 	x 	rdk 	1 	1 	1 	3 	20 	5 	2 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
1 	xx 	x 	x 	rdk 	2 	1 	1 	3 	10 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
2 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	30 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
3 	xx 	x 	x 	rdk 	2 	0 	1 	3 	30 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
4 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	20 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
5 	xx 	x 	x 	rdk 	2 	1 	1 	3 	40 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.8
6 	xx 	x 	x 	rdk 	2 	0 	1 	3 	20 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
7 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	20 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
8 	xx 	x 	x 	rdk 	1 	0 	1 	3 	10 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
9 	xx 	x 	x 	rdk 	1 	0 	1 	3 	40 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.8
10 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	50 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
11 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	10 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
12 	xx 	x 	x 	rdk 	2 	1 	1 	3 	50 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
13 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	10 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.2
14 	xx 	x 	x 	rdk 	1 	0 	1 	3 	30 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
15 	xx 	x 	x 	rdk 	1 	0 	-1 	3 	30 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.6
16 	xx 	x 	x 	rdk 	1 	0 	1 	3 	50 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
17 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	50 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	1.0
18 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	40 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.8
19 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	40 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.8
20 	xx 	x 	x 	rdk 	1 	1 	1 	3 	20 	5 	1 	0 	static 	20 	0 	0 	60 	65 	60 	65 	0.4
